id,da0e,price,bedrooms,ba0hrooms,sqf0_living,sqf0_lo0,floors,wa0erfron0,view,condi0ion,grade,sqf0_above,sqf0_basemen0,yr_buil0,yr_renova0ed,zipcode,sqf0_living15,sqf0_lo015
17468,2.02E+14,307000,3,1,1020,8484,1,0,0,3,6,1020,0,1949,0,98155,1180,9660
17469,2.02E+14,485000,3,3,1540,7120,1,0,0,3,7,770,770,1938,2013,98038,1000,6638
17470,2.01E+14,1.56E+06,5,3,3910,16200,1,0,0,4,9,2890,1020,1960,0,98004,3620,16200
17471,2.02E+14,650500,5,4,3920,11412,2,0,0,3,7,3920,0,1955,2005,98006,1400,9750
17472,2.02E+14,960000,4,3,3180,10105,2,0,0,4,9,3180,0,1986,0,98040,2670,10355
17473,2.02E+14,710000,3,3,2330,9160,2,0,0,3,9,2330,0,1997,0,98006,2460,9160
17474,2.02E+14,540000,3,3,2600,23361,2,1,4,3,8,2150,450,1912,0,98146,1700,14700
17475,2.01E+14,601000,4,2,1950,4200,1,0,0,5,7,1040,910,1951,0,98115,1450,5000
17476,2.02E+14,463828,5,2,3250,13702,1,0,2,3,8,1650,1600,1965,0,98055,2620,11328
17477,2.02E+14,293000,4,1,1130,8308,2,0,0,4,6,1130,0,1944,0,98166,1130,8652
17478,2.01E+14,597500,3,3,2620,4800,2,0,0,3,7,2620,0,2002,0,98053,2400,4756
17479,2.02E+14,240000,2,1,1120,45302,1,0,2,4,5,1120,0,1932,0,98045,2150,101930
17480,2.01E+14,284000,3,2,1800,23103,1,0,0,3,7,1800,0,1968,0,98014,1410,18163
17481,2.02E+14,440000,4,2,2180,10200,1,0,2,3,8,2000,180,1966,0,98028,2590,10445
17482,2.01E+14,340000,3,2,1960,8136,1,0,0,3,7,980,980,1948,0,98106,1070,7480
17483,2.02E+14,363000,3,2,1960,8136,1,0,0,3,7,980,980,1948,0,98106,1070,7480
17484,2.01E+14,270000,2,1,1150,3600,1,0,0,3,6,1150,0,1910,0,98144,1160,4000
17485,2.01E+14,365000,4,3,2800,6820,2,0,0,4,7,2800,0,1997,0,98042,2060,6820
17486,2.01E+14,428000,3,2,1310,2550,1,0,0,3,7,780,530,1986,0,98103,1460,5100
17487,2.02E+14,600000,3,2,2340,57499,1,0,0,3,8,2340,0,1988,0,98053,3260,137649
17488,2.01E+14,405000,3,3,1430,10200,1,0,0,3,7,1430,0,1960,0,98033,1470,10350
17489,2.01E+14,339900,4,3,2340,9748,1,0,1,3,8,1610,730,1981,0,98003,2070,8241
17490,2.01E+14,275000,3,1,1290,11250,1,0,0,3,7,1290,0,1956,0,98166,1410,11196
17491,2.01E+14,361600,2,1,760,6380,1,0,0,3,6,760,0,1941,0,98115,1590,6380
17492,2.02E+14,325000,6,2,2780,13950,3,0,0,4,7,2780,0,1955,1964,98030,2120,13950
17493,2.01E+14,1.05E+06,3,2,2090,4077,2,0,0,4,8,1530,560,1931,0,98112,2010,4132
17494,2.01E+14,959750,4,3,3060,50002,1,0,2,4,8,2460,600,1957,0,98008,2740,16181
17495,2.01E+14,210000,3,1,1110,7962,1,0,0,3,7,1110,0,1962,0,98146,1200,8094
17496,2.01E+14,258000,3,2,1790,7879,2,0,0,3,7,1790,0,1998,0,98001,1790,7879
17497,2.01E+14,468000,3,2,1830,9848,1,0,0,5,7,1830,0,1962,0,98056,1830,8168
17498,2.02E+14,710000,4,4,2850,2910,2,0,2,3,8,1970,880,1905,1996,98115,1460,3880
17499,2.02E+14,268000,3,1,1420,6000,1,0,0,3,6,1420,0,1941,0,98146,1480,6000
17500,2.02E+14,115000,2,1,790,7252,1,0,0,3,5,790,0,1930,0,98146,1260,11470
17501,2.02E+14,500000,3,3,2300,4307,2,0,0,3,8,2300,0,1998,0,98034,2010,4307
17502,2.01E+14,431000,3,3,2440,71002,1,0,0,4,9,2440,0,1996,0,98022,3170,84000
17503,2.02E+14,241500,3,2,1310,7349,1,0,0,3,7,870,440,1995,0,98030,1690,6580
17504,2.02E+14,300000,3,1,1380,12000,1,0,0,3,7,1380,0,1963,0,98031,1890,22001
17505,2.01E+14,982000,4,3,2790,10289,2,0,0,3,9,2790,0,1987,0,98006,2650,10126
17506,2.02E+14,248500,3,3,1360,7293,2,0,0,3,8,1360,0,1988,0,98003,1540,7353
17507,2.01E+14,665000,4,3,2510,5936,2,0,0,3,9,2510,0,1998,0,98075,2760,6060
17508,2.01E+14,1.22E+06,3,3,4560,16339,2,0,2,3,10,4040,520,2001,0,98034,2620,11561
17509,2.01E+14,380000,2,1,780,3910,1,0,0,3,6,780,0,1918,0,98126,1500,5060
17510,2.01E+14,220000,3,2,1410,7998,1,0,0,4,7,1410,0,1940,0,98178,1780,8278
17511,2.01E+14,631500,4,2,2530,5650,2,0,0,4,8,1910,620,1910,0,98116,1310,5750
17512,2.01E+14,386100,3,2,1270,6760,1,0,0,5,7,1270,0,1972,0,98034,1550,5734
17513,2.01E+14,1.05E+06,4,5,3180,4606,2,0,3,4,9,1990,1190,1929,0,98199,2110,5323
17514,2.02E+14,650000,2,2,1450,4000,2,0,0,4,7,1350,100,1903,0,98105,1310,4000
17515,2.02E+14,545000,4,2,2040,53578,1,0,0,5,7,1160,880,1959,0,98038,2040,53578
17516,2.01E+14,870000,4,3,2650,12001,2,0,0,4,9,2650,0,1984,0,98006,2880,14054
17517,2.01E+14,380000,3,2,1240,8611,1,0,0,4,7,1240,0,1973,0,98133,1700,8037
17518,2.02E+14,265000,2,1,820,8423,1,0,2,3,6,820,0,1957,0,98055,1960,9140
17519,2.01E+14,645500,2,1,1890,5202,2,0,0,4,7,1890,0,1909,0,98117,1670,5100
17520,2.01E+14,570000,3,2,1270,3090,2,0,0,5,7,1270,0,1911,0,98117,1440,3090
17521,2.02E+14,1.20E+06,4,3,3350,11688,1,0,2,3,10,1760,1590,1995,0,98006,4240,10804
17522,2.01E+14,605000,2,1,1550,3200,2,0,0,3,8,1550,0,1927,0,98112,1800,3937
17523,2.01E+14,199500,3,1,920,9812,1,0,0,4,7,920,0,1962,0,98001,1188,9812
17524,2.02E+14,445000,2,1,950,4800,1,0,0,3,6,950,0,1941,0,98144,1420,5400
17525,2.01E+14,495000,4,2,2040,3570,1,0,0,4,7,1020,1020,1917,0,98144,1790,4206
17526,2.01E+14,594000,4,2,1870,5200,2,0,0,4,7,1200,670,1937,0,98115,1790,5000
17527,2.01E+14,465000,3,2,1720,5280,1,0,0,4,8,900,820,1943,0,98199,1600,6000
17528,2.02E+14,160000,2,1,1020,13647,1,0,0,5,6,1020,0,1915,1974,98022,980,8250
17529,2.01E+14,340000,4,3,2690,6099,2,0,0,3,9,2690,0,1998,0,98092,2520,6168
17530,2.01E+14,870000,4,2,3090,41147,1,0,0,3,7,3090,0,1990,0,98052,3300,34280
17531,2.01E+14,249000,3,2,1070,5150,1,0,0,4,6,1070,0,1940,0,98106,1020,4800
17532,2.02E+14,500000,4,2,2050,7201,2,0,0,3,8,2050,0,1994,0,98033,1970,7350
17533,2.01E+14,220000,3,2,1660,15600,2,0,0,3,7,1660,0,1981,0,98001,1660,14400
17534,2.01E+14,368500,5,2,2810,9360,1,0,0,4,7,1520,1290,1965,0,98055,1770,9360
17535,2.01E+14,439950,4,2,2460,14600,1,0,0,4,8,1720,740,1977,0,98042,2460,14600
17536,2.01E+14,179900,3,2,1230,12000,1,0,0,3,6,1230,0,1970,0,98001,1550,12000
17537,2.01E+14,490000,4,3,2360,4367,2,0,0,3,8,2360,0,2003,0,98011,2360,4868
17538,2.01E+14,425000,4,2,1730,11890,1,0,0,2,7,980,750,1955,0,98004,2100,12325
17539,2.01E+14,533300,4,3,2770,21806,2,0,0,3,9,2770,0,1991,0,98045,2500,21656
17540,2.02E+14,447500,4,2,1770,3332,2,0,0,3,7,1630,140,1924,1975,98118,1640,4000
17541,2.01E+14,768000,5,3,3030,13640,2,0,0,4,8,3030,0,1980,0,98007,2500,13225
17542,2.01E+14,285000,3,2,2380,6000,2,0,0,3,7,1320,1060,1935,0,98178,1290,6000
17543,2.01E+14,336900,3,2,1780,120661,1,0,0,4,6,1780,0,1979,0,98019,1440,25000
17544,2.01E+14,415000,4,2,1540,7886,2,0,0,3,7,1540,0,1967,0,98034,1550,7396
17545,2.01E+14,500000,3,2,1580,4379,2,0,0,4,8,1580,0,1994,0,98029,1770,4187
17546,2.01E+14,337000,4,3,3200,5772,2,0,0,3,8,3200,0,2003,0,98042,3010,5772
17547,2.01E+14,419950,4,3,2220,6800,2,0,0,3,7,2220,0,2002,0,98059,2220,5303
17548,2.02E+14,290000,4,3,2240,8162,2,0,0,5,7,1380,860,1946,0,98133,1550,8163
17549,2.01E+14,349950,2,2,1640,4176,1,0,0,4,7,1040,600,1948,0,98118,1460,5200
17550,2.01E+14,330000,3,2,1170,4950,1,0,0,4,7,1170,0,1960,0,98007,1570,7700
17551,2.01E+14,965000,4,2,3160,34560,1,0,0,4,10,3160,0,1981,0,98072,3530,38045
17552,2.01E+14,515000,3,3,2100,7851,2,0,0,3,8,2100,0,1986,0,98052,2100,8187
17553,2.01E+14,665000,4,3,2600,17388,2,0,0,3,9,2600,0,1996,0,98059,2950,11553
17554,2.01E+14,265000,3,2,1630,5999,2,0,0,4,7,1630,0,1985,0,98198,1540,7500
17555,2.01E+14,545400,3,2,2850,19200,1,0,3,3,8,2340,510,2004,0,98023,2860,18240
17556,2.01E+14,350000,4,3,2560,5606,2,0,0,3,9,2560,0,2004,0,98092,2667,7334
17557,2.01E+14,260000,2,2,980,1296,2,0,0,3,7,840,140,2001,0,98133,1100,1228
17558,2.02E+14,2.51E+06,3,3,5480,57990,2,1,4,3,11,5480,0,1991,0,98166,2500,22954
17559,2.01E+14,355000,3,2,2160,8091,2,0,0,3,8,2160,0,2000,0,98003,2190,8297
17560,2.01E+14,879000,3,3,3030,5156,2,0,0,4,9,2080,950,1929,0,98119,1910,5720
17561,2.01E+14,833000,4,4,3560,7178,2,0,3,3,10,2590,970,2006,0,98052,3290,6978
17562,2.02E+14,261590,2,1,760,6407,1,0,0,3,6,760,0,1943,0,98178,1050,8580
17563,2.01E+14,512500,3,3,2260,2400,2,0,0,3,7,2260,0,1909,1972,98122,1320,2790
17564,2.02E+14,600000,2,2,1560,3200,1,0,0,5,7,880,680,1946,0,98199,2060,4940
17565,2.01E+14,417500,5,3,2270,6664,1,0,0,3,7,1340,930,1995,0,98125,1870,6187
17566,2.01E+14,970000,5,3,3480,15185,2,0,0,4,8,3480,0,1964,0,98040,3030,14257
17567,2.01E+14,316000,3,2,1900,7479,2,0,0,4,7,1900,0,1992,0,98038,1520,6559
17568,2.02E+14,397500,4,3,2350,9952,1,0,0,3,9,1650,700,1989,0,98031,2440,9100
17569,2.01E+14,1.35E+06,3,3,2390,5500,1,0,3,3,9,1700,690,1952,0,98199,2700,5500
17570,2.01E+14,840000,4,3,3730,9847,2,0,0,3,10,3730,0,1997,0,98075,3490,10219
17571,2.01E+14,270000,2,1,1780,81021,1,0,3,4,9,1780,0,1954,0,98001,1780,26723
17572,2.01E+14,312900,4,3,1630,4473,2,0,0,3,7,1630,0,2003,0,98038,1830,5082
17573,2.02E+14,325000,2,1,1130,6908,2,0,0,3,6,1130,0,1945,0,98155,1150,6908
17574,2.01E+14,680000,3,2,2140,3584,1,0,0,3,7,1070,1070,1952,0,98199,1620,4000
17575,2.02E+14,763000,4,3,3220,7873,2,0,0,3,10,3220,0,1994,0,98075,2610,8023
17576,2.01E+14,375000,1,1,800,533610,2,0,0,5,5,800,0,1950,0,98038,1790,216057
17577,2.02E+14,475000,3,3,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,1570,4097
17578,2.01E+14,219000,2,3,809,940,2,0,0,3,7,809,0,2003,0,98136,1260,4240
17579,2.02E+14,415000,3,2,1820,9694,1,0,0,3,7,1240,580,1977,0,98074,1820,9694
17580,2.01E+14,90000,2,1,580,7500,1,0,0,3,5,580,0,1943,0,98178,1700,11250
17581,2.02E+14,220000,2,1,580,7500,1,0,0,3,5,580,0,1943,0,98178,1700,11250
17582,2.02E+14,616000,3,2,2900,5650,1,0,2,3,8,1520,1380,1959,0,98116,1810,6250
17583,2.01E+14,269500,2,1,1140,74052,1,0,0,4,6,1140,0,1968,0,98022,1730,43560
17584,2.02E+14,395350,2,1,1060,5754,1,0,0,4,6,1060,0,1917,0,98117,1460,7200
17585,2.02E+14,770000,4,3,2320,7200,1,0,0,3,7,1260,1060,1943,2000,98040,1760,7200
17586,2.02E+14,840000,4,3,3450,43216,2,0,0,3,9,3450,0,2000,0,98072,3030,50481
17587,2.01E+14,428950,2,1,1760,4441,1,0,0,3,8,1310,450,1950,0,98126,1350,5748
17588,2.01E+14,800000,4,4,3370,6766,2,0,0,3,9,3370,0,2005,0,98052,3530,6766
17589,2.01E+14,401000,4,1,1940,5753,2,0,0,3,7,1940,0,1947,0,98177,2170,6075
17590,2.02E+14,303697,4,2,2520,7334,1,0,0,3,7,1600,920,1955,0,98125,2040,7937
17591,2.01E+14,355000,3,1,1360,8968,1,0,0,3,7,1360,0,1956,0,98125,1490,7355
17592,2.01E+14,350000,2,1,800,5040,1,0,0,3,6,800,0,1960,0,98117,1020,5040
17593,2.02E+14,754999,4,3,3010,9323,2,0,0,3,10,3010,0,1992,0,98075,2840,8413
17594,2.02E+14,982218,3,2,2340,5500,2,0,2,3,9,2340,0,1988,0,98102,2830,5500
17595,2.01E+14,406500,3,2,1780,8621,1,0,0,3,8,1780,0,1992,0,98059,2470,8542
17596,2.02E+14,1.65E+06,4,3,4200,210394,2,0,0,4,10,4200,0,1993,0,98024,2370,184694
17597,2.02E+14,565000,2,2,1720,3000,1,0,0,5,7,860,860,1925,0,98103,1360,4500
17598,2.01E+14,160000,2,1,830,4500,1,0,0,3,6,830,0,1920,0,98118,1092,5350
17599,2.02E+14,220000,3,1,1090,6320,1,0,0,3,6,890,200,1954,0,98146,1460,7080
17600,2.02E+14,1.28E+06,5,4,5040,9466,2,0,0,3,11,5040,0,2004,0,98059,4300,9417
17601,2.01E+14,970000,5,3,3500,5040,2,0,2,3,9,2950,550,1927,2007,98126,1450,5040
17602,2.01E+14,115000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,1070,6250
17603,2.01E+14,124000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,1070,6250
17604,2.02E+14,157000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,1070,6250
17605,2.01E+14,183000,3,1,870,5200,1,0,0,5,6,870,0,1969,0,98042,870,5200
17606,2.01E+14,527000,4,3,2830,6163,2,0,0,3,9,2830,0,2000,0,98056,2730,6202
17607,2.01E+14,407193,4,2,1880,14653,2,0,0,3,8,1880,0,1978,0,98014,1750,14858
17608,2.02E+14,970000,4,3,3600,5040,2,0,0,3,9,2610,990,2004,0,98199,1590,5040
17609,2.01E+14,535000,4,3,2340,5600,2,0,0,3,7,2340,0,1921,2013,98146,1310,5600
17610,2.01E+14,245000,3,2,2040,13125,1,0,0,3,6,810,1230,1910,0,98168,1460,10582
17611,2.01E+14,337000,3,2,1310,12750,1,0,0,3,7,1310,0,1993,0,98059,1790,13500
17612,2.02E+14,630000,3,2,1470,6000,1,0,0,3,8,1090,380,1950,1996,98033,1880,7799
17613,2.01E+14,320000,3,2,1370,9900,1,0,0,4,7,1370,0,1983,0,98003,1490,9600
17614,2.02E+14,228500,3,1,1080,7486,2,0,0,3,6,990,90,1942,0,98146,1170,7800
17615,2.02E+14,293000,3,3,1990,7577,2,0,0,3,7,1990,0,1990,0,98023,1900,7152
17616,2.01E+14,447000,3,1,1310,7000,1,0,0,4,7,1310,0,1958,0,98008,1280,7300
17617,2.01E+14,226500,3,2,1640,10762,1,0,0,3,7,1130,510,1988,0,98042,1680,10259
17618,2.01E+14,436000,3,2,1770,8000,1,0,0,4,7,1350,420,1976,0,98072,1850,7875
17619,2.01E+14,451000,3,3,2050,4876,2,0,0,3,8,2050,0,2005,0,98072,2320,4065
17620,2.02E+14,315000,3,1,1170,62290,2,0,0,3,5,1170,0,1986,0,98045,1810,42173
17621,2.01E+14,450000,2,1,1340,7250,1,0,0,4,7,1340,0,1951,0,98125,1450,7026
17622,2.01E+14,635000,3,2,2240,5300,1,0,0,5,7,1120,1120,1955,0,98117,1740,7110
17623,2.02E+14,292500,2,1,880,17743,1,0,0,4,5,880,0,1951,0,98031,1217,13000
17624,2.01E+14,329900,3,3,2170,4905,2,0,0,3,8,2170,0,2004,0,98038,2300,4935
17625,2.01E+14,531000,2,2,1260,6660,2,0,0,4,7,1260,0,1926,0,98115,2140,4770
17626,2.01E+14,725000,3,2,1880,13300,1,0,0,3,7,1380,500,1967,0,98004,3550,10883
17627,2.01E+14,355300,3,3,1620,7410,1,0,0,5,7,1620,0,1955,0,98133,1450,8121
17628,2.02E+14,280000,3,3,1610,10022,2,0,0,3,7,1610,0,1996,0,98003,1820,10017
17629,2.01E+14,1.10E+06,4,3,3330,9143,2,0,0,4,10,3330,0,1995,0,98033,2390,9143
17630,2.01E+14,605004,4,2,1370,4000,2,0,0,3,9,1370,0,1951,1994,98199,2010,5720
17631,2.02E+14,260000,2,1,690,6000,1,0,0,3,6,690,0,1949,0,98118,840,3030
17632,2.01E+14,748000,4,3,3170,4979,2,0,0,4,7,2570,600,1925,0,98103,2060,5000
17633,2.02E+14,776000,2,2,1990,6180,1,0,0,4,7,1010,980,1941,0,98115,1470,5150
17634,2.01E+14,425000,4,1,1080,6095,2,0,0,4,6,1080,0,1924,0,98103,1200,5060
17635,2.02E+14,230000,4,1,1870,14703,2,0,0,3,6,1090,780,1928,0,98118,1650,6045
17636,2.02E+14,418000,3,2,1670,12075,1,0,0,3,7,1370,300,1958,0,98155,1800,12123
17637,2.01E+14,440000,4,3,2800,28254,2,0,0,3,9,2800,0,2001,0,98038,2530,4694
17638,2.01E+14,858450,5,3,3460,7977,2,0,0,3,9,3460,0,2011,0,98074,3390,6630
17639,2.01E+14,390000,3,2,1930,12443,1,0,0,3,7,1930,0,1969,0,98045,1400,12183
17640,2.01E+14,957000,4,3,2370,3836,2,0,0,3,9,1750,620,1969,2008,98107,1690,4698
17641,2.01E+14,507000,3,1,1180,6000,1,0,0,3,7,1180,0,1950,0,98115,1680,6000
17642,2.02E+14,575000,2,1,1320,4750,2,0,0,4,7,1320,0,1928,0,98107,1360,2873
17643,2.02E+14,700000,3,2,1350,4000,2,0,0,4,7,1350,0,1925,0,98103,1880,4000
17644,2.02E+14,239950,2,2,1068,1452,2,0,0,3,7,1068,0,1990,0,98028,1078,1357
17645,2.01E+14,253000,3,1,1580,8240,1,0,0,4,7,1040,540,1978,0,98030,1480,9200
17646,2.02E+14,540000,4,1,1690,3417,2,0,0,3,7,1690,0,1907,0,98199,1970,4800
17647,2.02E+14,1.55E+06,3,4,5120,4600,3,0,2,3,11,4490,630,2008,0,98034,2510,5918
17648,2.01E+14,805000,4,3,3960,38615,2,0,0,3,10,3960,0,2000,0,98077,3290,43560
17649,2.01E+14,920000,4,3,2420,4000,2,0,0,5,9,1870,550,1911,0,98105,1810,4000
17650,2.01E+14,496600,3,3,1910,5562,2,0,0,3,8,1910,0,1988,0,98029,1940,4647
17651,2.01E+14,246000,3,2,1440,10500,1,0,0,3,8,1130,310,1983,0,98023,1510,8125
17652,2.02E+14,350000,5,3,2320,8400,1,0,0,3,7,1510,810,1963,0,98106,1200,4800
17653,2.01E+14,585000,3,2,1670,4572,2,0,0,3,8,1670,0,1931,0,98117,1480,4890
17654,2.02E+14,450000,3,2,1390,11700,1,0,0,4,7,1390,0,1966,0,98033,1060,8686
17655,2.01E+14,746000,3,3,2620,8950,2,0,0,3,9,2620,0,1992,0,98006,2850,8809
17656,2.01E+14,598555,3,3,3040,7880,2,0,0,3,9,3040,0,2004,0,98056,3040,7880
17657,2.01E+14,820000,3,3,2990,10711,1,1,4,3,9,1560,1430,1976,1991,98198,2870,11476
17658,2.01E+14,266500,3,2,1740,5460,1,0,0,3,7,1210,530,1998,0,98038,1740,7500
17659,2.02E+14,370000,2,1,2360,105850,1,0,2,2,6,1180,1180,1947,0,98022,2640,386812
17660,2.01E+14,625000,3,3,2240,3600,3,0,0,3,7,1650,590,1901,0,98102,1716,3120
17661,2.01E+14,243500,4,2,1610,6200,1,0,0,4,7,1610,0,1979,0,98198,1610,7500
17662,2.02E+14,340000,2,1,700,5829,1,0,0,3,6,700,0,1945,0,98103,1160,6700
17663,2.01E+14,559950,5,3,2730,9519,1,0,0,3,8,1670,1060,2014,0,98155,1150,9519
17664,2.02E+14,315000,3,3,1780,15114,1,0,0,3,7,1080,700,1980,0,98003,1792,10155
17665,2.02E+14,753000,3,3,3070,223463,2,0,0,3,9,3070,0,2003,0,98053,3640,223463
17666,2.02E+14,800000,3,3,2060,3200,2,0,0,3,8,2060,0,1907,1984,98102,1760,2669
17667,2.01E+14,550000,3,2,1360,5111,2,0,0,5,7,1360,0,1934,0,98115,1900,5111
17668,2.01E+14,465000,3,2,1430,14250,1,0,0,3,7,1430,0,1953,0,98033,1530,11475
17669,2.01E+14,465000,3,2,1840,5752,2,0,0,3,7,1840,0,2003,0,98034,1670,2462
17670,2.02E+14,710000,4,2,2000,8068,2,0,0,5,8,2000,0,1976,0,98006,2080,7837
17671,2.01E+14,505000,3,3,1820,11012,2,0,0,3,8,1820,0,1988,0,98074,1860,7767
17672,2.02E+14,690000,3,2,2330,16300,2,0,0,3,9,2330,0,1964,0,98034,2330,16300
17673,2.01E+14,217500,2,2,1070,8400,1,0,0,4,7,1070,0,1980,0,98031,1430,8190
17674,2.01E+14,500000,2,1,930,3750,1,0,0,4,7,930,0,1909,0,98115,1740,4300
17675,2.02E+14,325000,2,2,1040,5796,1,0,2,4,6,1040,0,1921,0,98155,2300,5796
17676,2.01E+14,500000,4,2,1960,12436,2,0,0,3,8,1960,0,1984,0,98074,1960,12436
17677,2.02E+14,721500,3,3,2970,234788,2,0,3,3,9,2040,930,1991,0,98024,2970,220413
17678,2.01E+14,924000,3,2,2200,5000,2,0,0,3,9,2200,0,1932,0,98199,2860,5000
17679,2.01E+14,2.01E+06,6,5,3810,28176,1,0,4,5,10,3810,0,1969,0,98177,3810,26400
17680,2.02E+14,345000,2,2,830,1034,2,0,0,3,8,830,0,2009,0,98144,1130,2534
17681,2.02E+14,825000,4,4,3920,11086,2,0,0,3,10,3920,0,1999,0,98065,3740,10880
17682,2.01E+14,560000,3,2,2870,95396,1,0,0,4,9,1350,1520,1980,0,98027,2870,102366
17683,2.01E+14,599000,3,2,2560,14680,1,0,0,3,8,1330,1230,1987,0,98052,2390,13848
17684,2.01E+14,211000,3,2,1350,7620,1,0,0,5,6,1350,0,1941,0,98166,1350,7620
17685,2.02E+14,425000,4,2,1240,21190,1,0,0,3,8,910,330,1974,0,98056,1760,8200
17686,2.02E+14,750000,4,3,3210,8520,1,0,2,4,7,1810,1400,1976,0,98177,2450,7360
17687,2.02E+14,479000,3,3,1690,3322,2,0,0,3,7,1690,0,2003,0,98053,1650,3446
17688,2.02E+14,612500,4,3,2550,10623,2,0,0,3,9,2550,0,1992,0,98029,2750,8100
17689,2.02E+14,605000,5,2,3240,34510,2,0,0,4,7,2690,550,1963,0,98029,2650,28250
17690,2.02E+14,1.36E+06,4,3,3560,8960,2,0,0,3,10,3560,0,2001,0,98033,1660,7680
17691,2.01E+14,389900,3,3,2160,59241,1,0,0,3,7,2160,0,2007,0,98042,2290,125017
17692,2.01E+14,710000,4,3,3060,5000,2,0,0,3,9,3060,0,2006,0,98059,2870,5548
17693,2.02E+14,295000,3,3,1690,8564,2,0,0,4,7,1690,0,1992,0,98038,1690,7532
17694,2.01E+14,275250,3,2,1520,7199,2,0,0,4,7,1520,0,1992,0,98038,1410,6751
17695,2.01E+14,250000,4,3,2040,5770,2,0,0,3,7,2040,0,1994,0,98038,1570,6753
17696,2.02E+14,709000,3,2,2360,18000,1,0,0,4,8,2180,180,1951,0,98177,2600,17300
17697,2.01E+14,399500,4,2,1360,4840,2,0,0,4,7,1360,0,1928,0,98126,1320,4840
17698,2.01E+14,225000,3,3,2000,9202,2,0,0,4,7,2000,0,1992,0,98038,1750,7827
17699,2.02E+14,500000,3,3,1650,4648,2,0,0,3,8,1650,0,2001,0,98075,1800,5637
17700,2.01E+14,364900,3,3,2500,8304,2,0,0,3,8,2500,0,1997,0,98031,2290,7855
17701,2.01E+14,356000,3,2,1140,7500,1,0,0,3,7,1140,0,1976,0,98074,1380,7500
17702,2.02E+14,616750,3,2,2140,47743,2,0,0,3,9,2140,0,1978,0,98106,1060,6016
17703,2.01E+14,755000,3,3,2870,6600,2,0,2,3,8,2870,0,1984,0,98008,2570,7925
17704,2.01E+14,327500,2,1,830,8183,1,0,0,5,6,830,0,1950,0,98155,1180,8184
17705,2.02E+14,605000,3,2,1960,10139,2,0,0,3,8,1960,0,1984,0,98074,2080,9753
17706,2.02E+14,179950,4,2,1130,5200,1,0,0,3,6,1130,0,1968,0,98042,1140,5200
17707,2.01E+14,633000,5,3,3630,30570,2,0,0,3,11,3630,0,2000,0,98058,3620,41965
17708,2.02E+14,349950,4,2,1764,15600,1,0,0,5,7,1764,0,1942,0,98058,1490,22387
17709,2.02E+14,1.08E+06,3,3,2770,5800,1,0,0,4,8,1650,1120,1959,0,98199,2340,5800
17710,2.02E+14,425000,3,3,2650,12247,2,0,0,3,9,2650,0,2002,0,98001,2920,8965
17711,2.01E+14,990000,3,3,2500,6350,2,0,0,5,9,2370,130,1979,0,98122,2090,5454
17712,2.01E+14,410000,3,1,2710,19000,2,0,3,4,7,2710,0,1950,0,98166,2150,19000
17713,2.01E+14,590000,3,2,2490,8800,2,0,0,4,8,2490,0,1975,0,98006,2690,10000
17714,2.02E+14,242000,3,2,1500,7560,1,0,0,3,7,1500,0,1979,0,98003,1500,7560
17715,2.01E+14,775000,3,2,1160,13747,1,0,0,5,5,580,580,1931,0,98075,2961,16320
17716,2.01E+14,680000,4,2,1880,6200,1,0,2,5,8,1440,440,1954,0,98146,2070,6500
17717,2.02E+14,217000,3,3,1340,4200,2,0,0,3,7,1340,0,2002,0,98002,990,4520
17718,2.02E+14,395000,3,3,1960,3953,2,0,0,3,8,1960,0,1999,0,98059,1690,3593
17719,2.01E+14,572500,3,2,2030,9791,1,0,0,4,8,1500,530,1984,0,98059,2030,11031
17720,2.01E+14,559900,5,3,2200,6380,1,0,0,3,7,1440,760,1987,0,98125,1960,5800
17721,2.01E+14,845000,3,2,2540,4750,2,0,0,5,9,1840,700,1930,0,98117,2190,4750
17722,2.01E+14,241000,3,2,1520,7131,1,0,0,3,8,1520,0,1993,0,98023,1890,7379
17723,2.01E+14,1.33E+06,3,2,2360,5504,2,0,0,4,8,2080,280,1913,0,98122,2840,5470
17724,2.02E+14,475000,3,2,1340,2805,2,0,0,3,7,1340,0,1919,0,98144,1650,2805
17725,2.02E+14,575000,2,2,1400,5810,2,0,0,3,7,1400,0,1940,0,98103,1470,3920
17726,2.01E+14,455000,4,3,3030,117378,1,0,0,4,8,1680,1350,1959,0,98042,2060,110957
17727,2.01E+14,839000,3,3,3200,203425,1,0,0,3,10,3200,0,2000,0,98077,3200,203425
17728,2.02E+14,475000,4,2,1580,10260,1,0,0,4,7,1030,550,1955,0,98007,1520,7000
17729,2.01E+14,600000,2,1,2120,6897,1,0,0,4,7,1060,1060,1923,0,98118,1900,4462
17730,2.01E+14,515000,2,1,1640,5200,1,0,0,4,7,1040,600,1937,0,98199,1780,5040
17731,2.02E+14,425000,3,2,1890,8400,1,0,0,3,8,1520,370,1977,0,98034,1830,7980
17732,2.01E+14,565000,4,2,1710,3875,2,0,0,4,7,1710,0,1907,0,98122,1710,3812
17733,2.01E+14,498000,2,2,1140,8282,1,0,0,3,6,1140,0,1924,2009,98033,1650,9000
